# KBS Insect Collection
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/69
# The newest version of the data https://lter.kbs.msu.edu/datatables/69.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/28.eml
#
# 
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# Order		taxonomic order of the organism
# Family		taxonomic family of the organism
# Genus		taxonomic genus of the organism
# SpecificEpithet		taxonomic specific epithet of the organism
# Author		party responsible for the formal description of the organism
# CommonName		a common name of the organism
# Comments		comments for this record
# IdentifyingCharacteristics		identifying characteristics
# CommonGroup		a common group to which this organism belongs
# FunctionalGroup		a functional group to which this organism belongs
# Hosts		hosts
# LifeHistory		life history
# Habitat		habitat in which this organism occurs
# GeographicDistribution		geographic distribution of this organism
# Origin		native to North America, or exotic
# Species		a code for identifying this species, unique within the KBS namespace
# Specimen		a code for uniquely identifying this specimen
# StorageLocation		where the specimen is stored; 'photo only' if specimen was photographed but not collected
# Stage_Sex		life history stage and/or sex of the specimen
# Treatment		LTER treatment in which the specimen was encountered
# Replicate		LTER replicate plot (nested within treatment) in which the specimen was encountered
# Collector		person who collected the specimen
# img_src		URL for a digital image of the specimen
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
Order,Family,Genus,SpecificEpithet,Author,CommonName,Comments,IdentifyingCharacteristics,CommonGroup,FunctionalGroup,Hosts,LifeHistory,Habitat,GeographicDistribution,Origin,Species,Specimen,StorageLocation,Stage_Sex,Treatment,Replicate,Collector,img_src
Coleoptera,Cantharidae,Chauliognathus,pennsylvanicus,DeGeer,soldier beetle,,9-12mm length; elongate; head black; thorax yellow with a large black spot; elytra yellow with an oblong black spot on the apical third; ventral abdominal segments black with yellow margins.,soldier beetles,predators (larvae); possibly pollinators (adults),,adults are commonly seen in the fall on goldenrod flowers and other composites; feed on pollen and nectar; larvae are predaceous on other insect larvae.,old fields,"Eastern US, south to TX",native,chapen,250,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Cantharidae,Chauliognathus,pennsylvanicus,DeGeer,soldier beetle,,9-12mm length; elongate; head black; thorax yellow with a large black spot; elytra yellow with an oblong black spot on the apical third; ventral abdominal segments black with yellow margins.,soldier beetles,predators (larvae); possibly pollinators (adults),,adults are commonly seen in the fall on goldenrod flowers and other composites; feed on pollen and nectar; larvae are predaceous on other insect larvae.,old fields,"Eastern US, south to TX",native,chapen,249,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Cantharidae,Podabrus,frosti,Green,soldier beetle,,"9-10.5 mm length; resembles firefly but head is entirely visible and not obscured by prothorax; appears to have a ""neck"" between head and pronotum; head black; pronotum yellowish or pale with large brownish spot in center; elytra black with pale midline and margins.",soldier beetles,"predator (larvae), possibly pollinator (adult)",,"larvae predaceous on insect eggs and caterpillars; adults may also feed on pollen of goldenrod, milkweed, and other flowers.",,"recorded in Nova Scotia, MA, NY, NJ, MI",native,podfro,58,unspecified,,T7,R1,,http://lter.kbs.msu.edu/biocollections/insects/0058-8-31.jpg
Coleoptera,Cantharidae,Podabrus,rugosolus,LeConte,soldier beetle,,"7-9 mm length; resembles firefly but head is entirely visible and not obscured by prothorax; appears to have a ""neck"" between head and pronotum; entirely black with front of head and sides of pronotum orange.",soldier beetles,"predator (larvae), possibly pollinator (adult)",,"larvae predaceous on insect eggs and caterpillars; adults may feed on pollen of goldenrod, milkweed, and other flowers.",,"recordedL in ME, NY, MI, IN, GA, FL, AR, MN, KS",native,podrug,20,KBS Biocollections(Stack rm. 236),adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0020-3-33.jpg
Coleoptera,Carabidae,Amara,aenea,De Geer,,,6-9 mm long; black with metallic green sheen; rufous colored tibiae.,ground beetles,predator,,found in open grassland; a beneficial predator in agricultural fields; introduced from Eurasia.,ground dwelling,most of NE North America; SC,exotic,amaaen,69,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0069-12-4.jpg
Coleoptera,Carabidae,Amara,aenea,De Geer,,,6-9 mm long; black with metallic green sheen; rufous colored tibiae.,ground beetles,predator,,found in open grassland; a beneficial predator in agricultural fields; introduced from Eurasia.,ground dwelling,most of NE North America; SC,exotic,amaaen,39,KBS,adult,A1 East,unspecified,Puja Batra,
Coleoptera,Carabidae,Amara,aenea,De Geer,,,6-9 mm long; black with metallic green sheen; rufous colored tibiae.,ground beetles,predator,,found in open grassland; a beneficial predator in agricultural fields; introduced from Eurasia.,ground dwelling,most of NE North America; SC,exotic,amaaen,73,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0073-12-35.jpg
Coleoptera,Carabidae,Amara,aenea,De Geer,,,6-9 mm long; black with metallic green sheen; rufous colored tibiae.,ground beetles,predator,,found in open grassland; a beneficial predator in agricultural fields; introduced from Eurasia.,ground dwelling,most of NE North America; SC,exotic,amaaen,38,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0038-5-31.jpg
Coleoptera,Carabidae,Amara,impuncticollis,Say,,,oval shaped; 7-9 mm long; black with a brassy/slightly bronze or greenish shine; tibiae and tarsi reddish brown; posterior angles of pronotum rectangular (as opposed to rounded); elytra with shallow striations.,ground beetles,predator,,"found in open, dry habitat; a beneficial predator of crop pests.",ground dwelling,"most of NE North America; NC, Manitoba, MO,MN,SD.",native,amaimp,33,KBS,adult,A1 East,unspecified,Puja Batra,
Coleoptera,Carabidae,Amara,impuncticollis,Say,,,oval shaped; 7-9 mm long; black with a brassy/slightly bronze or greenish shine; tibiae and tarsi reddish brown; posterior angles of pronotum rectangular (as opposed to rounded); elytra with shallow striations.,ground beetles,predator,,"found in open, dry habitat; a beneficial predator of crop pests.",ground dwelling,"most of NE North America; NC, Manitoba, MO,MN,SD.",native,amaimp,71,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0071-12-9.jpg
Coleoptera,Carabidae,Amara,impuncticollis,Say,,,oval shaped; 7-9 mm long; black with a brassy/slightly bronze or greenish shine; tibiae and tarsi reddish brown; posterior angles of pronotum rectangular (as opposed to rounded); elytra with shallow striations.,ground beetles,predator,,"found in open, dry habitat; a beneficial predator of crop pests.",ground dwelling,"most of NE North America; NC, Manitoba, MO,MN,SD.",native,amaimp,32,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0032-5-19.jpg
Coleoptera,Carabidae,Anisodactylus,rusticus,Say,,,9-11 mm long; oblong shape; dull black,ground beetles,predator,,a beneficial predator in agricultural fields; also found in dry sandy fields near water.,ground dwelling,throughout most of North America except in the Pcific NW region.,native,anirus,30,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0030-5-15.jpg
Coleoptera,Carabidae,Anisodactylus,sanctaecrucis,Fabricius,,,"8-10 mm long; head, pronotum, and ventral surface black; elytra, antennae, and legs yellowish-brown; elytra in some individuals may have darkish patterns.",ground beetles,predator,,a beneficial predator in agricultural fields; also common in sandy soilds near water.,,broad North American distribution,native,anisan,37,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0037-5-27.jpg
Coleoptera,Carabidae,Carabidae genera,,,ground beetle,,,ground beetles,predator,,,ground dwelling,,unspecified,carspe,243,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Carabidae,Carabidae genera,,,ground beetle,,,ground beetles,predator,,,ground dwelling,,unspecified,carspe,244,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Carabidae,Carabidae genera,,,ground beetle,,,ground beetles,predator,,,ground dwelling,,unspecified,carspe,245,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Carabidae,Carabidae genera,,,ground beetle,,,ground beetles,predator,,,ground dwelling,,unspecified,carspe,246,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Carabidae,Harpalus,affinis,Schrank,,,stout body with broad prothorax and legs; 8-12 mm long; black with distinct green metallic sheen; legs and antennae brownish to rufous colored.,ground beetles,predator,,"a predator found in agricultural fields; also found in open, dry fields with weedy vegetation.",ground dwelling,"broadly distributed throughout NE North America; parts of SE US, central North America and Pacific NW; not recorded in SW US.",native,haraff,31,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0031-5-7.jpg
Coleoptera,Carabidae,Harpalus,affinis,Schrank,,,stout body with broad prothorax and legs; 8-12 mm long; black with distinct green metallic sheen; legs and antennae brownish to rufous colored.,ground beetles,predator,,"a predator found in agricultural fields; also found in open, dry fields with weedy vegetation.",ground dwelling,"broadly distributed throughout NE North America; parts of SE US, central North America and Pacific NW; not recorded in SW US.",native,haraff,34,KBS,adult,A1 East,unspecified,Puja Batra,
Coleoptera,Carabidae,Harpalus,affinis,Schrank,,,stout body with broad prothorax and legs; 8-12 mm long; black with distinct green metallic sheen; legs and antennae brownish to rufous colored.,ground beetles,predator,,"a predator found in agricultural fields; also found in open, dry fields with weedy vegetation.",ground dwelling,"broadly distributed throughout NE North America; parts of SE US, central North America and Pacific NW; not recorded in SW US.",native,haraff,35,KBS,adult,A1 East,unspecified,Puja Batra,
Coleoptera,Carabidae,Harpalus,herbivagus,Say,,,"8-11 mm long; oblong shape; black with green iridescence; orange legs, antennae, margins of elytra, and margins of pronotum; easily confused with other species in same genus, but posterior angles of pronotum are broadly rounded, as opposed to angular and squared.",ground beetles,predator,,,"soil dwelling predator in open, dry habitats",,native,harher,27,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0027-4-35.jpg
Coleoptera,Carabidae,Harpalus,herbivagus,Say,,,"8-11 mm long; oblong shape; black with green iridescence; orange legs, antennae, margins of elytra, and margins of pronotum; easily confused with other species in same genus, but posterior angles of pronotum are broadly rounded, as opposed to angular and squared.",ground beetles,predator,,,"soil dwelling predator in open, dry habitats",,native,harher,70,KBS,adult,A1 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0070-12-6.jpg
Coleoptera,Carabidae,Poecilus,chalcites,Say,,,"10-14 mm length; elongate shape; metallic green, bronze, or black-green; femur of all legs black; sides of pronotum curved; posterior angles of pronotum slightly acute, as opposed P.lucublandus' obtuse angles; elytra with fine striations.",ground beetles,predator,,predator of crop pests,ground dwelling; ofetn in open damp areas,,native,poecha,116,KBS,adult,A1 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0116-12-17.jpg
Coleoptera,Carabidae,Poecilus,lucublandus,Say,,,"elongate, 10-14 mm long; metallic green or purplish; legs reddish brown; sides of pronotum rounded; pronotum disk has line down the median and shallow basal impressions on each side near the base.",ground beetles,predator,,"an important beneficial insect in agricultural systems; preys on eggs and larvae of herbivorous pest species; found in wheat, barley, corn, legume, alfalfa fields; adults overwinter and breed in the spring.",ground dwelling,,native,poeluc,40,KBS,adult,A1 East,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0040-5-34.jpg
other,Cecidomyidae,Cecidomyidae genera,,,cherry galls,,,unspecified,herbivore,,,,,unspecified,gallspe,56,unspecified,,TSF,R2,,http://lter.kbs.msu.edu/biocollections/insects/0056-8-24.jpg
Coleoptera,Cerambycidae,Megacyllene,robiniae,Forster,locust borer,,,unspecified,herbivore,,,,,unspecified,megrob,407,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Cerambycidae,Megacyllene,robiniae,Forster,locust borer,,,unspecified,herbivore,,,,,unspecified,megrob,408,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Cerambycidae,Megacyllene,robiniae,Forster,locust borer,,,unspecified,herbivore,,,,,unspecified,megrob,409,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Cerambycidae,Megacyllene,robiniae,Forster,locust borer,,,unspecified,herbivore,,,,,unspecified,megrob,223,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,410,KBS Biocollections(Stack rm. 236),adult,T5,R2,Jennifer Gage,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,411,KBS Biocollections(Stack rm. 236),adult,T5,R2,Jennifer Gage,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,81,KBS,adult,T5,R3,Julie Golod,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,82,KBS,adult,T5,R3,Puja Batra,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,104,KBS,adult,T5,R3,Puja Batra,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,97,KBS,adult,T5,R3,Puja Batra,
Coleoptera,Cerambycidae,Tetraopes,tetraophthalmus,Forster,red milkweed beetle,,compound eyes divided by antennal base; red with 4 black spots on thorax and 6 on elytra; oblong shape; 9-14 mm length,unspecified,herbivore,Milkweed,"commonly seen on feeding and breeding on leaves, stems, and flowers of milkweed in July-August",old fields,"NE U.S., VA, NC, SC, KS",unspecified,tettet,480,unspecified,,T5,R3,,http://lter.kbs.msu.edu/biocollections/insects/0097-0104-16-2.jpg
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,231,KBS Biocollections(Stack rm. 236),adult,T5,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,224,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,225,KBS Biocollections(Stack rm. 236),adult,T5,R5,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,227,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,226,KBS Biocollections(Stack rm. 236),adult,T5,R6,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,235,KBS Biocollections(Stack rm. 236),adult,T6,R1,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,233,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,228,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,85,KBS Biocollections(Stack rm. 236),adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0085-14-27.jpg
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,232,KBS Biocollections(Stack rm. 236),adult,T7,R2,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,83,KBS Biocollections(Stack rm. 236),adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0083-14-21.jpg
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,84,KBS Biocollections(Stack rm. 236),adult,T7,R2,Puja Batra,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,229,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,230,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Acalymma,species,,,,soft-bodied; 2.5-11 m length; yellowish with black stripes or spots,unspecified,herbivore,cucurbits and others,"Cucumber beetle pests belong to this genus, causing damage by larval feeding on roots, and adults feeding on leaves as well as spreading cucumber wilt. Host plants include cucumber vines, melon vines, goldenrod, and others.",,,native,acaspe,234,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,99,KBS,adult,T7,R2,Puja Batra,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,88,KBS,adult,T7,R2,Puja Batra,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,87,KBS,adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0087-14-32.jpg
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,98,KBS,adult,T7,R2,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0098-16-7.jpg
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,384,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,385,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,382,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,383,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysochus,auratus,Fabricius,dogbane beetle,,"8-11 mm length; robust, slightly oblong shape; brilliant metallic green, often with reddish or coppery luster; antennae, legs bluish-black",unspecified,herbivore,dogbane,feeds on leaves of dogbane,old fields,northeastern US,native,chraur,386,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysomelidae genera,,,leaf beetles,,,unspecified,unspecified,,,,,unspecified,chrspe,241,KBS Biocollections(Stack rm. 236),adult,T7,R6,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysomelidae genera,,,leaf beetles,,,unspecified,unspecified,,,,,unspecified,chrspe,240,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Chrysomelidae,Chrysomelidae genera,,,leaf beetles,,,unspecified,unspecified,,,,,unspecified,chrspe,239,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Chrysomelidae,Diabrotica,species,,,,,unspecified,herbivore,,,,,unspecified,diaspe,236,KBS Biocollections(Stack rm. 236),adult,T7,R4,Jennifer Gage,
Coleoptera,Chrysomelidae,Diabrotica,undecimpunctata,Mann.,spotted cucumber beetle,,,unspecified,herbivore,cucumbers and related; corn,,agricultural fields,throughout U.S,native,diaund,238,KBS Biocollections(Stack rm. 236),adult,T6,R6,Jennifer Gage,
Coleoptera,Chrysomelidae,Diabrotica,undecimpunctata,Mann.,spotted cucumber beetle,,,unspecified,herbivore,cucumbers and related; corn,,agricultural fields,throughout U.S,native,diaund,237,KBS Biocollections(Stack rm. 236),adult,T8,unspecified,Jennifer Gage,
Coleoptera,Chrysomelidae,Diabrotica,virgifera,LeConte,Western corn rootworm,,5-6 mm length; elongate shape; soft-bodied; head black or yellowish; pronotum yellow or green without markings; elytra yellow or green with black stripe down each elytron and one down center.,unspecified,herbivore,corn,"serious pest of corn; larvae feed on roots, adults feed on corn silk, which prevents pollination and kernel development of corn",agricultural fields,"MI, IN, IL, TX, AZ, UT, MT, SD",native,diavir,102,KBS Biocollections(Stack rm. 236),adult,A2 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0102-16-29.jpg
Coleoptera,Chrysomelidae,Diabrotica,virgifera,LeConte,Western corn rootworm,,5-6 mm length; elongate shape; soft-bodied; head black or yellowish; pronotum yellow or green without markings; elytra yellow or green with black stripe down each elytron and one down center.,unspecified,herbivore,corn,"serious pest of corn; larvae feed on roots, adults feed on corn silk, which prevents pollination and kernel development of corn",agricultural fields,"MI, IN, IL, TX, AZ, UT, MT, SD",native,diavir,103,KBS Biocollections(Stack rm. 236),adult,A2 West,unspecified,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0103-16-36.jpg
Coleoptera,Chrysomelidae,Labidomera,clivicollis,Kirby,,,8-12 mm length; oval and convex shape; stout-bodied; head and thorax bluish-black; elytra orange with large black markings.,unspecified,herbivore,milkweed,adults commonly feed on milkweed,,North America,unspecified,labcli,119,KBS Biocollections(Stack rm. 236),adult,T5,R3,Puja Batra,http://lter.kbs.msu.edu/biocollections/insects/0119-20-20.jpg
